model,dataset,source,frame,status,gt_cx,gt_cy,gt_w_px,gt_h_px,sqrt_area_px,clutter,conf,iop
ft2_1280,selcom_val,selcom,selcom_selcom_01085.jpg,TP,0.4857,0.4139,145.0,44.0,79.88,6066.8,0.6542,0.764
ft2_1280,selcom_val,selcom,selcom_selcom_01085.jpg,FP,0.8345,0.792,38.4,27.5,32.48,3935.2,0.3038,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01094.jpg,TP,0.4828,0.3745,132.0,55.0,85.21,5898.8,0.4478,0.983
ft2_1280,selcom_val,selcom,selcom_selcom_01094.jpg,FP,0.8343,0.7913,39.4,28.1,33.25,3713.7,0.4117,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01094.jpg,FP,0.4818,0.3725,127.7,49.7,79.64,5973.9,0.3545,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01095.jpg,TP,0.4826,0.3727,133.0,59.0,88.58,6104.5,0.5229,0.983
ft2_1280,selcom_val,selcom,selcom_selcom_01095.jpg,FP,0.8342,0.7913,38.5,27.8,32.73,3722.5,0.357,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01095.jpg,FP,0.4832,0.3721,135.8,54.4,85.99,6057.2,0.3243,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01099.jpg,FN,0.4828,0.356,130.0,57.0,86.08,6678.5,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01099.jpg,FP,0.8342,0.7915,38.4,27.3,32.39,3562.1,0.2979,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01101.jpg,TP,0.4833,0.3505,128.0,59.0,86.9,6316.1,0.423,0.959
ft2_1280,selcom_val,selcom,selcom_selcom_01101.jpg,FP,0.8337,0.7975,37.0,29.4,32.99,3689.2,0.5649,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01101.jpg,FP,0.4842,0.3504,131.9,50.4,81.57,6487.2,0.3918,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01104.jpg,TP,0.4826,0.3824,119.0,56.0,81.63,6783.5,0.6888,0.959
ft2_1280,selcom_val,selcom,selcom_selcom_01104.jpg,FP,0.8356,0.8431,42.0,30.4,35.73,3356.0,0.619,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01109.jpg,TP,0.4844,0.3944,120.0,50.0,77.46,6908.9,0.7,0.979
ft2_1280,selcom_val,selcom,selcom_selcom_01109.jpg,FP,0.8372,0.8754,40.5,28.3,33.85,3399.5,0.3025,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01113.jpg,FN,0.4841,0.375,115.0,50.0,75.83,7096.9,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01113.jpg,FP,0.8372,0.8753,42.2,28.9,34.94,3094.7,0.5029,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01122.jpg,FN,0.4854,0.3444,108.0,50.0,73.48,5450.9,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01122.jpg,FP,0.8373,0.8751,41.0,27.8,33.79,3602.1,0.3758,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01126.jpg,TP,0.4891,0.3333,102.0,50.0,71.41,4922.3,0.5144,0.903
ft2_1280,selcom_val,selcom,selcom_selcom_01126.jpg,FP,0.8375,0.8758,41.4,28.3,34.23,3522.9,0.4903,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01162.jpg,TP,0.4977,0.4116,111.0,45.0,70.68,5042.1,0.3938,0.955
ft2_1280,selcom_val,selcom,selcom_selcom_01174.jpg,FN,0.4984,0.4051,120.0,45.0,73.48,4905.1,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01184.jpg,TP,0.5125,0.4167,102.0,40.0,63.87,4999.1,0.4367,0.775
ft2_1280,selcom_val,selcom,selcom_selcom_01185.jpg,TP,0.5125,0.4273,102.0,45.0,67.75,4649.6,0.3032,0.918
ft2_1280,selcom_val,selcom,selcom_selcom_01188.jpg,TP,0.5172,0.4722,102.0,42.0,65.45,4515.6,0.3659,0.908
ft2_1280,selcom_val,selcom,selcom_selcom_01196.jpg,FN,0.5206,0.4894,95.0,43.0,63.91,6403.0,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01203.jpg,FN,0.5292,0.4731,104.0,40.0,64.5,6872.1,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01210.jpg,FN,0.5513,0.4486,109.0,45.0,70.04,6847.7,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01216.jpg,FN,0.5052,0.4324,108.0,42.0,67.35,10372.8,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01223.jpg,FN,0.5146,0.4181,100.0,45.0,67.08,12992.2,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01232.jpg,FN,0.5258,0.4796,99.0,46.0,67.48,10474.2,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01234.jpg,FN,0.5271,0.5116,100.0,43.0,65.57,10454.1,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01260.jpg,TP,0.5482,0.5204,133.0,62.0,90.81,8374.7,0.2542,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01260.jpg,FP,0.7813,0.3043,47.6,27.9,36.48,5294.9,0.4619,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01263.jpg,TP,0.5495,0.5199,134.0,67.0,94.75,9016.5,0.4796,0.983
ft2_1280,selcom_val,selcom,selcom_selcom_01263.jpg,FP,0.56,0.5235,95.3,49.8,68.88,9018.5,0.4073,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01266.jpg,TP,0.5531,0.519,120.0,59.0,84.14,9288.4,0.5274,0.942
ft2_1280,selcom_val,selcom,selcom_selcom_01266.jpg,FP,0.5542,0.5211,118.3,57.7,82.6,9270.2,0.4227,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01270.jpg,TP,0.5583,0.5278,132.0,60.0,88.99,8519.2,0.4384,0.954
ft2_1280,selcom_val,selcom,selcom_selcom_01270.jpg,FP,0.2175,0.0199,157.6,43.0,82.3,8313.2,0.3639,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01271.jpg,TP,0.5651,0.5301,118.0,55.0,80.56,7842.1,0.6598,0.918
ft2_1280,selcom_val,selcom,selcom_selcom_01273.jpg,FN,0.5755,0.5301,130.0,69.0,94.71,7474.2,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01273.jpg,FP,0.7329,0.6294,132.4,33.7,66.82,6827.0,0.2553,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01281.jpg,FN,0.594,0.5394,233.0,99.0,151.88,6174.8,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01286.jpg,FN,0.6055,0.5389,315.0,106.0,182.73,7451.5,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01292.jpg,FN,0.6203,0.5398,274.0,90.0,157.03,7590.1,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01295.jpg,FN,0.626,0.5407,280.0,88.0,156.97,7067.5,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01297.jpg,FN,0.6185,0.5444,245.0,76.0,136.45,8266.4,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01305.jpg,TP,0.5974,0.5481,226.0,66.0,122.13,11411.5,0.4042,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01307.jpg,FN,0.5898,0.5495,165.0,55.0,95.26,11063.3,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01320.jpg,TP,0.5711,0.5366,135.0,59.0,89.25,10376.2,0.5158,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01331.jpg,FN,0.5529,0.5352,91.0,38.0,58.8,10602.7,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01353.jpg,FN,0.5609,0.5278,86.0,36.0,55.64,11419.0,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01355.jpg,FN,0.5563,0.537,80.0,40.0,56.57,10101.8,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01361.jpg,FN,0.5177,0.5741,80.0,40.0,56.57,9883.6,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01362.jpg,FN,0.5188,0.5713,76.0,40.0,55.14,10144.3,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01370.jpg,FN,0.5208,0.5704,80.0,38.0,55.14,10594.2,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01374.jpg,FN,0.525,0.5685,80.0,38.0,55.14,10294.1,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01379.jpg,FN,0.5328,0.5694,78.0,30.0,48.37,9362.9,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01384.jpg,FN,0.5401,0.5671,90.0,35.0,56.12,8636.5,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01391.jpg,TP,0.5565,0.5597,79.0,33.0,51.06,7652.0,0.4851,0.886
ft2_1280,selcom_val,selcom,selcom_selcom_01401.jpg,TP,0.5049,0.4819,83.0,41.0,58.34,6017.5,0.7444,0.962
ft2_1280,selcom_val,selcom,selcom_selcom_01404.jpg,TP,0.518,0.4787,87.0,42.0,60.45,6578.7,0.6836,0.968
ft2_1280,selcom_val,selcom,selcom_selcom_01410.jpg,FN,0.5516,0.4722,94.0,42.0,62.83,11365.6,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01416.jpg,FN,0.5781,0.463,80.0,28.0,47.33,17945.1,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01417.jpg,FN,0.5734,0.4634,78.0,29.0,47.56,19249.4,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01421.jpg,FN,0.5466,0.4532,79.0,31.0,49.49,13442.3,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01423.jpg,FN,0.5352,0.4495,75.0,31.0,48.22,9268.4,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01425.jpg,FN,0.5227,0.4486,75.0,31.0,48.22,7827.1,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01431.jpg,FN,0.4826,0.4352,71.0,28.0,44.59,9050.8,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01435.jpg,TP,0.4536,0.425,70.0,30.0,45.83,7456.4,0.3226,0.772
ft2_1280,selcom_val,selcom,selcom_selcom_01444.jpg,FN,0.4341,0.4065,65.0,24.0,39.5,8280.1,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01452.jpg,FN,0.4862,0.3856,71.0,27.0,43.78,28409.3,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01466.jpg,TP,0.532,0.3648,57.0,28.0,39.95,20927.5,0.2752,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01468.jpg,FN,0.5302,0.362,52.0,26.0,36.77,22866.6,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01478.jpg,FN,0.5242,0.3472,45.0,28.0,35.5,8050.3,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01481.jpg,FN,0.4839,0.3444,50.0,26.0,36.06,7517.5,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01488.jpg,FN,0.4464,0.344,50.0,27.0,36.74,7655.0,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01505.jpg,FN,0.4536,0.4051,42.0,21.0,29.7,9140.7,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01534.jpg,FN,0.4932,0.5954,42.0,30.0,35.5,6998.0,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01544.jpg,FN,0.4898,0.6713,45.0,28.0,35.5,7575.8,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01547.jpg,FN,0.4888,0.6593,49.0,26.0,35.69,9578.4,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01548.jpg,FN,0.4862,0.6569,47.0,25.0,34.28,12707.0,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01558.jpg,FN,0.4776,0.6056,46.0,24.0,33.23,13528.2,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01577.jpg,FN,0.4825,0.6954,37.4,28.4,32.61,2933.8,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01577.jpg,FP,0.3582,0.8244,24.2,14.5,18.74,315.1,0.702,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01584.jpg,TP,0.4818,0.6578,29.2,20.8,24.66,4280.6,0.6221,0.546
ft2_1280,selcom_val,selcom,selcom_selcom_01593.jpg,TP,0.5084,0.7159,29.9,22.5,25.94,730.4,0.7572,0.606
ft2_1280,selcom_val,selcom,selcom_selcom_01595.jpg,TP,0.5323,0.7278,48.0,34.0,40.4,195.7,0.5731,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01615.jpg,FN,0.5227,0.5539,26.9,22.1,24.36,514.5,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01618.jpg,TP,0.5194,0.5175,25.6,22.7,24.1,560.3,0.6653,0.59
ft2_1280,selcom_val,selcom,selcom_selcom_01620.jpg,TP,0.5201,0.4895,28.1,21.4,24.48,645.6,0.3589,0.813
ft2_1280,selcom_val,selcom,selcom_selcom_01627.jpg,FN,0.5187,0.3981,24.4,20.2,22.23,1261.6,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01627.jpg,FP,0.5193,0.3984,37.1,29.0,32.76,595.1,0.6655,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01633.jpg,TP,0.5148,0.3481,33.0,36.0,34.47,527.8,0.3538,0.746
ft2_1280,selcom_val,selcom,selcom_selcom_01634.jpg,FN,0.5177,0.3495,40.0,37.0,38.47,476.7,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01637.jpg,TP,0.5159,0.3537,41.0,38.0,39.47,458.8,0.5767,0.978
ft2_1280,selcom_val,selcom,selcom_selcom_01654.jpg,TP,0.5182,0.3847,38.0,33.0,35.41,884.4,0.5516,0.91
ft2_1280,selcom_val,selcom,selcom_selcom_01661.jpg,TP,0.5212,0.4554,25.4,23.6,24.47,1279.1,0.5086,0.576
ft2_1280,selcom_val,selcom,selcom_selcom_01665.jpg,FN,0.5206,0.509,27.7,19.6,23.35,1329.5,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01670.jpg,FN,0.5202,0.5161,27.5,18.9,22.78,1382.4,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01678.jpg,TP,0.5205,0.5216,31.3,17.7,23.56,1228.7,0.5854,0.617
ft2_1280,selcom_val,selcom,selcom_selcom_01691.jpg,FN,0.5337,0.5465,40.0,24.7,31.43,779.3,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01691.jpg,FP,0.5343,0.5461,55.2,39.3,46.62,393.7,0.7648,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01741.jpg,TP,0.5055,0.5981,93.0,64.0,77.15,2958.5,0.6468,0.868
ft2_1280,selcom_val,selcom,selcom_selcom_01742.jpg,FN,0.5047,0.6014,96.0,57.0,73.97,2976.5,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01744.jpg,FN,0.5062,0.6162,84.0,71.0,77.23,3068.0,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01746.jpg,TP,0.5036,0.6204,98.0,66.0,80.42,3134.9,0.617,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01754.jpg,FN,0.5036,0.6491,94.0,62.0,76.34,4649.3,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01768.jpg,TP,0.5023,0.6199,99.0,63.0,78.97,3144.4,0.4444,0.969
ft2_1280,selcom_val,selcom,selcom_selcom_01771.jpg,TP,0.5047,0.6287,94.0,68.0,79.95,3801.8,0.2536,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01775.jpg,TP,0.5018,0.6356,97.0,71.0,82.99,4085.0,0.2676,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01785.jpg,FN,0.5047,0.6454,96.0,64.0,78.38,4757.4,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01788.jpg,TP,0.5047,0.6,90.0,78.0,83.79,3135.1,0.6917,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01797.jpg,TP,0.5062,0.5847,88.0,69.0,77.92,3563.8,0.7668,0.973
ft2_1280,selcom_val,selcom,selcom_selcom_01800.jpg,TP,0.506,0.587,89.0,68.0,77.79,4501.8,0.7493,0.958
ft2_1280,selcom_val,selcom,selcom_selcom_01806.jpg,TP,0.5055,0.5856,75.0,67.0,70.89,4361.2,0.7324,0.821
ft2_1280,selcom_val,selcom,selcom_selcom_01820.jpg,TP,0.5052,0.587,100.0,74.0,86.02,4708.4,0.4604,0.937
ft2_1280,selcom_val,selcom,selcom_selcom_01832.jpg,TP,0.5057,0.587,86.0,78.0,81.9,4671.0,0.7811,0.769
ft2_1280,selcom_val,selcom,selcom_selcom_01838.jpg,TP,0.5052,0.5856,104.0,81.0,91.78,4517.4,0.7714,0.884
ft2_1280,selcom_val,selcom,selcom_selcom_01839.jpg,TP,0.5047,0.5847,106.0,83.0,93.8,4522.5,0.7527,0.888
ft2_1280,selcom_val,selcom,selcom_selcom_01840.jpg,TP,0.5055,0.5838,105.0,81.0,92.22,4475.5,0.774,0.861
ft2_1280,selcom_val,selcom,selcom_selcom_01849.jpg,TP,0.5034,0.5778,103.0,68.0,83.69,3856.4,0.6607,0.969
ft2_1280,selcom_val,selcom,selcom_selcom_01850.jpg,TP,0.5018,0.5759,97.0,64.0,78.79,2834.5,0.478,0.951
ft2_1280,selcom_val,selcom,selcom_selcom_01853.jpg,TP,0.501,0.569,92.0,69.0,79.67,2576.2,0.4081,0.988
ft2_1280,selcom_val,selcom,selcom_selcom_01855.jpg,TP,0.5,0.5667,78.0,64.0,70.65,2364.1,0.4838,0.885
ft2_1280,selcom_val,selcom,selcom_selcom_01860.jpg,TP,0.4964,0.5556,74.0,52.0,62.03,1814.4,0.6202,0.932
ft2_1280,selcom_val,selcom,selcom_selcom_01871.jpg,TP,0.4936,0.5448,40.3,28.7,33.96,1982.0,0.5364,0.521
ft2_1280,selcom_val,selcom,selcom_selcom_01878.jpg,FN,0.4913,0.5367,34.8,24.2,29.02,1671.6,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01884.jpg,FN,0.4913,0.5332,23.7,18.7,21.02,2491.7,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01884.jpg,FP,0.4912,0.5335,38.7,28.8,33.4,1115.3,0.279,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01893.jpg,FN,0.4898,0.5301,39.0,31.0,34.77,961.9,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01896.jpg,TP,0.4896,0.5301,36.0,27.0,31.18,1168.0,0.2669,0.962
ft2_1280,selcom_val,selcom,selcom_selcom_01900.jpg,TP,0.4906,0.531,40.0,29.0,34.06,1379.9,0.645,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01905.jpg,TP,0.4898,0.5315,39.0,28.0,33.05,1232.6,0.5983,0.989
ft2_1280,selcom_val,selcom,selcom_selcom_01916.jpg,TP,0.4901,0.531,38.0,29.0,33.2,1141.0,0.6861,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01918.jpg,TP,0.4911,0.531,38.0,29.0,33.2,1156.4,0.6444,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01919.jpg,TP,0.4898,0.531,33.0,29.0,30.94,1270.6,0.6314,0.944
ft2_1280,selcom_val,selcom,selcom_selcom_01924.jpg,TP,0.4901,0.5329,38.0,33.0,35.41,1089.8,0.5995,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01925.jpg,TP,0.4906,0.5301,40.0,27.0,32.86,1196.2,0.6322,1.0
ft2_1280,selcom_val,selcom,selcom_selcom_01931.jpg,FN,0.4901,0.5324,38.0,30.0,33.76,2487.9,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01944.jpg,FN,0.4914,0.5315,33.0,28.0,30.4,2269.7,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01945.jpg,FN,0.4914,0.5306,33.0,26.0,29.29,2199.0,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01953.jpg,FN,0.4896,0.531,36.0,29.0,32.31,1991.6,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01954.jpg,FN,0.4909,0.5296,29.0,26.0,27.46,1997.0,0.0,0.0
ft2_1280,selcom_val,selcom,selcom_selcom_01959.jpg,FN,0.4896,0.5296,32.0,26.0,28.84,2047.2,0.0,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_0011913.png,FP,0.4787,0.3074,21.8,12.3,16.38,1132.5,0.6418,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210329104210_0004345.png,FP,0.7408,0.7326,59.5,27.9,40.73,7438.5,0.5597,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210329104210_0013883.png,FP,0.4521,0.4075,22.9,16.9,19.69,1.0,0.2981,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210329104210_0023580.png,FP,0.8652,0.7321,113.8,33.0,61.3,7371.9,0.5403,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210329104210_0038228.png,FP,0.8753,0.7297,64.6,32.9,46.14,6723.2,0.4396,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210329104210_0040476.png,FP,0.8756,0.7298,64.9,32.6,46.04,6757.6,0.5756,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210329104210_0044979.png,FP,0.8786,0.729,78.9,33.3,51.25,6871.2,0.6539,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210329104210_0044979.png,FP,0.4788,0.4131,36.1,23.9,29.36,0.8,0.4602,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210401065550_0007372.png,FP,0.713,0.2031,36.2,31.8,33.91,12.1,0.5156,0.0
ft2_1280,dataset_rgb,AirBird,AirBird_D01_20210404143017_0162138.png,FP,0.8754,0.7296,67.5,32.1,46.54,1298.6,0.2607,0.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00001_jpg.rf.701ddae4387db20a767a94555f70d033.jpg,TP,0.5068,0.791,27.0,43.5,34.27,1658.5,0.8868,0.991
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00008_jpg.rf.c89ff75a8169074cfa8d78bc6b2b84f9.jpg,TP,0.5439,0.4346,323.0,255.0,286.99,528.9,0.5393,1.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00008_jpg.rf.c89ff75a8169074cfa8d78bc6b2b84f9.jpg,FP,0.3562,0.364,145.0,136.3,140.6,371.8,0.5337,0.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00013_jpg.rf.f04151f18fc97365396297164136c207.jpg,TP,0.4629,0.2891,133.5,229.0,174.85,165.9,0.6763,0.973
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00013_jpg.rf.f04151f18fc97365396297164136c207.jpg,FP,0.459,0.3228,135.0,247.3,182.71,150.2,0.2578,0.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00019_jpg.rf.58c81555767b61fca1ec72455e5cb9a6.jpg,FN,0.377,0.1816,52.0,68.5,59.68,255.3,0.0,0.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00023_jpg.rf.0363cd082bc7f1c1a686da898d6a31dd.jpg,TP,0.3877,0.542,83.0,56.0,68.18,1499.5,0.8118,0.926
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00030_jpg.rf.e6f4871ab5e1daf1f002492acd2a45a1.jpg,TP,0.3066,0.4609,44.0,44.0,44.0,146.5,0.8957,0.955
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00038_jpg.rf.c6a6c59fac017266c81a97578110a753.jpg,TP,0.5137,0.2539,54.0,62.5,58.09,1178.0,0.6536,0.861
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00046_jpg.rf.7a492f954a91724523d2671a1cf39722.jpg,TP,0.7314,0.5586,220.5,126.5,167.01,337.6,0.7165,0.991
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00046_jpg.rf.7a492f954a91724523d2671a1cf39722.jpg,FP,0.731,0.5608,190.9,121.1,152.05,380.2,0.2696,0.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00050_jpg.rf.8ed4d8f0baf728399e1fad9023dee759.jpg,TP,0.5303,0.3486,119.0,98.5,108.27,540.6,0.7531,0.859
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00055_jpg.rf.7e19b9cc304c0c238d8c38ffe0dda668.jpg,FN,0.2246,0.5977,19.0,25.5,22.01,805.4,0.0,0.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00055_jpg.rf.7e19b9cc304c0c238d8c38ffe0dda668.jpg,FP,0.2152,0.5839,48.9,40.7,44.58,339.6,0.7776,0.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00063_jpg.rf.8fe0e8b5d6d8effb0db3331bd6cfc67d.jpg,TP,0.4365,0.6035,58.0,52.0,54.92,2383.3,0.8796,0.975
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00070_jpg.rf.02cabf7faeedd55d4a3334a93563ac3a.jpg,TP,0.4443,0.5166,103.0,78.0,89.63,209.2,0.8395,0.979
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00076_jpg.rf.23926fdddfbddfa2be0e0560c380b10d.jpg,TP,0.4668,0.3223,57.0,42.5,49.22,398.4,0.8949,0.977
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00083_jpg.rf.935918d083af368d43c2197fb1e30923.jpg,TP,0.4414,0.4287,143.5,158.5,150.81,340.7,0.3992,0.921
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00090_jpg.rf.877397b917956016e9f9c82f2864e080.jpg,TP,0.5889,0.3848,124.0,125.0,124.5,1208.3,0.7886,0.881
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00097_jpg.rf.58a17758c9820833fc72228933c710b2.jpg,TP,0.3945,0.4971,167.0,222.0,192.55,87.3,0.2555,0.99
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00105_jpg.rf.6887fedbb4353cb85d41278290b2bbc1.jpg,TP,0.5371,0.2158,58.0,35.0,45.06,251.4,0.8678,0.958
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00110_jpg.rf.f1917f3cc56ce5a33c4d7abfd776674d.jpg,TP,0.624,0.3877,30.5,21.5,25.61,212.7,0.6865,1.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00110_jpg.rf.f1917f3cc56ce5a33c4d7abfd776674d.jpg,FP,0.622,0.3885,26.2,18.4,21.93,255.6,0.4946,0.0
ft2_1280,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00117_jpg.rf.a2c83f707ae1db62666ac955c094edba.jpg,TP,0.5967,0.3467,103.0,64.5,81.51,189.9,0.7718,0.894
