image_path,category,n_dets,max_conf,mean_conf,is_hardneg
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6e87c95c1f.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6e9d38f3eb.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6ea036f938.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6eb85ddf01.jpg,OTHER,1,0.8405,0.8405,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6eba4191df.jpg,OTHER,1,0.6482,0.6482,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6ec14ec03b.jpg,OTHER,1,0.3966,0.3966,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6ec317472e.jpg,OTHER,1,0.6556,0.6556,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6ec94f4291.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6ed4710c17.jpg,OTHER,1,0.5104,0.5104,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6edcb53b41.jpg,OTHER,1,0.6889,0.6889,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6edee3902a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6ee4b86c07.jpg,OTHER,1,0.7057,0.7057,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6eed797caf.jpg,OTHER,1,0.8439,0.8439,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6ef6acf6cf.jpg,OTHER,1,0.7242,0.7242,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6efac13700.jpg,OTHER,1,0.705,0.705,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f0d486499.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f0e4670e0.jpg,OTHER,1,0.7664,0.7664,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f136548ba.jpg,OTHER,1,0.8172,0.8172,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f1aab95aa.jpg,OTHER,1,0.7449,0.7449,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f1e3a6bf0.jpg,OTHER,1,0.7358,0.7358,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f22d75a61.jpg,OTHER,1,0.7104,0.7104,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f24f5a035.jpg,OTHER,1,0.795,0.795,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f2b17085b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f3331917c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f3ab86516.jpg,OTHER,1,0.6405,0.6405,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f535ae0f1.jpg,OTHER,1,0.7652,0.7652,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f6aba75e4.jpg,OTHER,1,0.8332,0.8332,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f6c8b12af.jpg,OTHER,1,0.6458,0.6458,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f7b0f5330.jpg,OTHER,1,0.761,0.761,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f874ab8ed.jpg,OTHER,1,0.6764,0.6764,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f92e4f414.jpg,OTHER,1,0.6614,0.6614,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6f9a46a0c1.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6fa864128f.jpg,OTHER,1,0.7566,0.7566,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6fa9bd1ffb.jpg,OTHER,1,0.7617,0.7617,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6fb9963463.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6fbc0cc931.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6fc3a6fba9.jpg,OTHER,1,0.782,0.782,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6fd838946b.jpg,OTHER,1,0.6688,0.6688,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__6ff0c967fc.jpg,OTHER,1,0.7952,0.7952,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__700a10cd02.jpg,OTHER,1,0.6507,0.6507,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__700b8f87ad.jpg,OTHER,1,0.747,0.747,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__700c3b2db0.jpg,OTHER,1,0.5347,0.5347,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7010825d6d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__70341f4b90.jpg,OTHER,2,0.3924,0.3809,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7070b51451.jpg,OTHER,1,0.5975,0.5975,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7082400402.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__708b96ea81.jpg,OTHER,1,0.8139,0.8139,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__708dea190a.jpg,OTHER,1,0.7302,0.7302,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__708e6e65f6.jpg,OTHER,1,0.7319,0.7319,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__70992f118c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__709a4cffad.jpg,OTHER,1,0.7667,0.7667,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__709e850954.jpg,OTHER,1,0.6129,0.6129,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__70c1d31a1c.jpg,OTHER,1,0.5382,0.5382,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__70e0b3ba2c.jpg,OTHER,1,0.8316,0.8316,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__710485da0c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__710a640428.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__712a1804fa.jpg,OTHER,1,0.8541,0.8541,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71344be9fd.jpg,OTHER,1,0.6859,0.6859,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7143b4bc1a.jpg,OTHER,1,0.8091,0.8091,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__715a5dd240.jpg,OTHER,1,0.515,0.515,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71755be560.jpg,OTHER,1,0.775,0.775,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7179035c95.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7179c6e4f0.jpg,OTHER,1,0.4307,0.4307,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__717b6db72d.jpg,OTHER,1,0.607,0.607,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__718266c409.jpg,OTHER,1,0.7452,0.7452,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__718342199c.jpg,OTHER,1,0.6488,0.6488,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71a841ccf2.jpg,OTHER,2,0.4602,0.3825,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71adb19e1d.jpg,OTHER,1,0.6575,0.6575,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71c36f08f9.jpg,OTHER,1,0.6932,0.6932,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71ca050898.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71d983d2e8.jpg,OTHER,1,0.7246,0.7246,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71ef5522a3.jpg,OTHER,1,0.3437,0.3437,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71f9115d7b.jpg,OTHER,1,0.8654,0.8654,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__71fc8140ee.jpg,OTHER,1,0.7567,0.7567,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7213d59bd5.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__723cf46497.jpg,OTHER,1,0.8686,0.8686,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__725c843854.jpg,OTHER,2,0.6552,0.5704,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7280d9699c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__728463c093.jpg,OTHER,1,0.8837,0.8837,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7286f9a5e5.jpg,OTHER,1,0.8512,0.8512,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__728bf22e5f.jpg,OTHER,1,0.395,0.395,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72a2ccbe25.jpg,OTHER,1,0.7556,0.7556,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72a34a7f2f.jpg,OTHER,1,0.679,0.679,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72a9745eeb.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72a99b0f91.jpg,OTHER,1,0.7801,0.7801,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72a9eccc64.jpg,OTHER,1,0.8544,0.8544,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72bbaee6fb.jpg,OTHER,1,0.4539,0.4539,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72c37ffa2c.jpg,OTHER,1,0.6649,0.6649,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72d106d4c6.jpg,OTHER,1,0.7659,0.7659,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72d95184e2.jpg,OTHER,1,0.7066,0.7066,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72dd827396.jpg,OTHER,1,0.7406,0.7406,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72e3654e2b.jpg,OTHER,1,0.8548,0.8548,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__72eed57b64.jpg,OTHER,1,0.7168,0.7168,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__730c879e0d.jpg,OTHER,1,0.733,0.733,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__732768c1dc.jpg,OTHER,1,0.7878,0.7878,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73301d7b9a.jpg,OTHER,1,0.5267,0.5267,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7333bf6da3.jpg,OTHER,1,0.4989,0.4989,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__733453414a.jpg,OTHER,2,0.7645,0.5317,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__734afdc092.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__734d989cd4.jpg,OTHER,1,0.5261,0.5261,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73697f7789.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__736deb1447.jpg,OTHER,1,0.7656,0.7656,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73a174d9a0.jpg,OTHER,1,0.4822,0.4822,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73a34af81b.jpg,OTHER,1,0.8499,0.8499,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73b17acf22.jpg,OTHER,1,0.7034,0.7034,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73b1b3a4a3.jpg,OTHER,1,0.7616,0.7616,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73b81e9431.jpg,OTHER,1,0.5689,0.5689,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73cbaf08b3.jpg,OTHER,1,0.7798,0.7798,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73cc54a78c.jpg,OTHER,1,0.7329,0.7329,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__73de77f2db.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7408c86457.jpg,OTHER,1,0.8227,0.8227,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7412e335db.jpg,OTHER,1,0.5853,0.5853,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7444e114e1.jpg,OTHER,1,0.4342,0.4342,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7449c6ab09.jpg,OTHER,1,0.4389,0.4389,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74770ff18f.jpg,OTHER,1,0.7229,0.7229,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7480c758b5.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74a78e7725.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74b698da0c.jpg,OTHER,1,0.6615,0.6615,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74b75165c2.jpg,OTHER,1,0.6167,0.6167,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74c6aa581c.jpg,OTHER,1,0.7057,0.7057,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74cf26eca1.jpg,OTHER,1,0.4345,0.4345,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74d25b9745.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74e5dc5310.jpg,OTHER,2,0.7649,0.5256,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__74e74ccc6c.jpg,OTHER,1,0.4815,0.4815,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7512955ffa.jpg,OTHER,1,0.6748,0.6748,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7519bce608.jpg,OTHER,1,0.6994,0.6994,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7524ba5823.jpg,OTHER,1,0.8576,0.8576,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7538da5c71.jpg,OTHER,1,0.66,0.66,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__75470933a9.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7563eff6ba.jpg,OTHER,1,0.684,0.684,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__756869d226.jpg,OTHER,1,0.8446,0.8446,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__75702fe5c0.jpg,OTHER,1,0.4338,0.4338,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__75747c1344.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7578b61cae.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7592609f2e.jpg,OTHER,1,0.6829,0.6829,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__75a7d4af4a.jpg,OTHER,1,0.5596,0.5596,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__75acf1705e.jpg,OTHER,1,0.5735,0.5735,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__75baa06f45.jpg,OTHER,1,0.2807,0.2807,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__75c6cbc2fc.jpg,OTHER,1,0.757,0.757,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__75fe0452eb.jpg,OTHER,1,0.7879,0.7879,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7603ff4b8e.jpg,OTHER,1,0.6141,0.6141,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7604b013a0.jpg,OTHER,1,0.447,0.447,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__760564645b.jpg,OTHER,1,0.6607,0.6607,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__761518b976.jpg,OTHER,1,0.6275,0.6275,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__76190a9063.jpg,OTHER,1,0.9096,0.9096,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7620e63ca7.jpg,OTHER,1,0.816,0.816,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__763ca7ff43.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7655047a0e.jpg,OTHER,1,0.696,0.696,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__765cc43adb.jpg,OTHER,1,0.8005,0.8005,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__766810fa52.jpg,OTHER,1,0.7647,0.7647,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__766bfaaa95.jpg,OTHER,1,0.6759,0.6759,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7673134ea4.jpg,OTHER,1,0.7983,0.7983,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__767d0922a3.jpg,OTHER,1,0.8028,0.8028,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7696d62467.jpg,OTHER,1,0.7974,0.7974,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__76a0aaf68e.jpg,OTHER,1,0.7555,0.7555,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__76b6e25a95.jpg,OTHER,1,0.8413,0.8413,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__76ca0c3ded.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__76cd810666.jpg,OTHER,1,0.3685,0.3685,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__76dc4fbe9d.jpg,OTHER,1,0.7631,0.7631,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__76eaba0a72.jpg,OTHER,1,0.8505,0.8505,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__76eec631ac.jpg,OTHER,1,0.8399,0.8399,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77074c9e21.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__773a8c95a0.jpg,OTHER,1,0.8495,0.8495,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__773b850602.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__773e1edc1f.jpg,OTHER,1,0.7024,0.7024,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__774628ec1b.jpg,OTHER,1,0.6539,0.6539,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7764df8beb.jpg,OTHER,1,0.5199,0.5199,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7781c9ed60.jpg,OTHER,1,0.7325,0.7325,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77a67db0bc.jpg,OTHER,2,0.7505,0.6077,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77a9fe4177.jpg,OTHER,1,0.3983,0.3983,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77be9010df.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77c35c8e30.jpg,OTHER,1,0.698,0.698,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77cf8842da.jpg,OTHER,1,0.455,0.455,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77dd851cec.jpg,OTHER,1,0.5051,0.5051,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77e0a2fc4c.jpg,OTHER,1,0.7449,0.7449,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77e6d3a942.jpg,OTHER,1,0.6003,0.6003,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__77ffa84029.jpg,OTHER,1,0.4094,0.4094,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__78276d5cb3.jpg,OTHER,1,0.6114,0.6114,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7827dcd6c9.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7832e898ba.jpg,OTHER,1,0.79,0.79,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__78334082fb.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__784a76bd4d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__786089dfde.jpg,OTHER,1,0.675,0.675,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7864fba6d7.jpg,OTHER,1,0.5821,0.5821,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__78b357f1c3.jpg,OTHER,1,0.6617,0.6617,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__78cb311adf.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__78de526347.jpg,OTHER,1,0.5775,0.5775,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__78f07e23df.jpg,OTHER,1,0.7678,0.7678,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7902105028.jpg,OTHER,1,0.7237,0.7237,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__79064b30ee.jpg,OTHER,1,0.6571,0.6571,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__791454639c.jpg,OTHER,2,0.4042,0.3592,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__791c8a72e1.jpg,OTHER,1,0.7392,0.7392,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__792e27e666.jpg,OTHER,1,0.6897,0.6897,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__793f2e6827.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__793febc163.jpg,OTHER,1,0.7781,0.7781,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7956cf4028.jpg,OTHER,1,0.467,0.467,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__795953d21d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__796c411b09.jpg,OTHER,1,0.5703,0.5703,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__797a8e8b9f.jpg,OTHER,1,0.5845,0.5845,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__799f51bcdd.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__79a1df5070.jpg,OTHER,1,0.8218,0.8218,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__79b80bb826.jpg,OTHER,1,0.6302,0.6302,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__79d6806a04.jpg,OTHER,1,0.6889,0.6889,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__79e02c67ef.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__79e7f6656f.jpg,OTHER,1,0.4998,0.4998,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__79e872394e.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__79fce09295.jpg,OTHER,1,0.4992,0.4992,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a015bbc6b.jpg,OTHER,1,0.7517,0.7517,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a1a0cc4af.jpg,OTHER,1,0.783,0.783,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a1c92119b.jpg,OTHER,1,0.4683,0.4683,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a205051d7.jpg,OTHER,1,0.5025,0.5025,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a42fed87a.jpg,OTHER,1,0.7263,0.7263,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a506e075f.jpg,OTHER,1,0.5993,0.5993,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a5625758e.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a5a9a1e1b.jpg,OTHER,1,0.5247,0.5247,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a7ff0d088.jpg,OTHER,1,0.7561,0.7561,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a878097cf.jpg,OTHER,1,0.608,0.608,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a91240d18.jpg,OTHER,1,0.539,0.539,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a9775aa8f.jpg,OTHER,1,0.6812,0.6812,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7a9cb10213.jpg,OTHER,1,0.7914,0.7914,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7aa6e6b22c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7aaade148b.jpg,OTHER,1,0.7017,0.7017,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7abbcf673c.jpg,OTHER,1,0.8258,0.8258,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7ae4cf9c0e.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b0421745e.jpg,OTHER,1,0.5456,0.5456,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b0ce3eb43.jpg,OTHER,1,0.7916,0.7916,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b22572aae.jpg,OTHER,1,0.3064,0.3064,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b2885c81e.jpg,OTHER,1,0.6899,0.6899,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b31550ef5.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b67451292.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b67fea3b6.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b6818496d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7b79586f2d.jpg,OTHER,1,0.7954,0.7954,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7bac929dfc.jpg,OTHER,1,0.4821,0.4821,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7bb58ac47c.jpg,OTHER,1,0.3714,0.3714,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7bbf38fd2b.jpg,OTHER,1,0.6061,0.6061,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7bfeeeabce.jpg,OTHER,1,0.8486,0.8486,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7c01ec3f7e.jpg,OTHER,1,0.796,0.796,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7c04df2b9b.jpg,OTHER,1,0.7396,0.7396,1
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7c1164e973.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_airplane__7c1eb48a8d.jpg,OTHER,1,0.6376,0.6376,1
